CURRENTDUE,SORTNAME,PROJECTTYPE,BUDGETEDEMPLOYEE,ROLE,DATERECEIVED,STATUS,GROUPS,DETAILBUDGETHOURS,CLTNUM,INCHARGE,PRIMARYPARTNER,DESCRIPTION,PREPARERPOOL,ENGDESC,SKILLLEVEL
4/15/2024,"Bode, Raynor and Bradtke",Individual Income Tax,"Love, Harrison",Reviewer,3/20/2024,"In, Assigned",Armijo,3,53198,"Middleton, Cecilia","Middleton, Cecilia",,Staff Pool,,Partner
4/15/2024,"Bode, Raynor and Bradtke",Individual Income Tax,"Paul, Cayson",Preparer,3/20/2024,"In, Assigned",Armijo,8,53198,"Middleton, Cecilia","Middleton, Cecilia",,Staff Pool,,Associate
4/15/2024,"Bode, Raynor and Bradtke",Individual Income Tax,"Middleton, Cecilia",Reviewer,3/20/2024,"In, Assigned",Armijo,6,53198,"Middleton, Cecilia","Middleton, Cecilia",,Staff Pool,,Manager
9/15/2024,"Jacobs, Nienow and Corkery",Partnership Income Tax,"Small, Diego",Preparer,3/20/2024,On Hold,Percival,6,53259,"Duran, Angel","Duran, Angel",,Staff Pool,Tax,Associate
9/15/2024,"Jacobs, Nienow and Corkery",Partnership Income Tax,"Duran, Angel",Reviewer,3/20/2024,On Hold,Percival,3,53259,"Duran, Angel","Duran, Angel",,Staff Pool,Tax,Partner
9/15/2024,"Jacobs, Nienow and Corkery",Partnership Income Tax,"Middleton, Cecilia",Reviewer,3/20/2024,On Hold,Percival,4,53259,"Duran, Angel","Duran, Angel",,Staff Pool,Tax,Manager
4/15/2024,Bins LLC,Trust (CRT) Income Tax,"Love, Harrison",Reviewer,3/20/2024,"In, Assigned",Armijo,1,53396,"Gardner, Asa","Gardner, Asa",,Staff Pool,,Partner
4/15/2024,Bins LLC,Trust (CRT) Income Tax,"Paul, Cayson",Preparer,3/20/2024,"In, Assigned",Armijo,8,53396,"Gardner, Asa","Gardner, Asa",,Staff Pool,,Intern
4/15/2024,Bins LLC,Trust (CRT) Income Tax,"Gardner, Asa",Reviewer,3/20/2024,"In, Assigned",Armijo,5,53396,"Gardner, Asa","Gardner, Asa",,Staff Pool,,Partner
4/15/2024,Bins LLC,Trust (CRT) Income Tax,"Middleton, Cecilia",Reviewer,3/20/2024,"In, Assigned",Armijo,5,53396,"Gardner, Asa","Gardner, Asa",,Staff Pool,,Manager
4/15/2024,Terry - Lueilwitz,Individual Income Tax,"Gardner, Asa",Reviewer,3/20/2024,Prep Complete,Garren,1,53666,"Gardner, Asa","Gardner, Asa",,No Selection,,Partner
4/15/2024,Terry - Lueilwitz,Individual Income Tax,"McCall, Nelson",Preparer,3/20/2024,Prep Complete,Garren,5,53666,"Gardner, Asa","Gardner, Asa",,No Selection,,Associate
4/15/2024,Terry - Lueilwitz,Individual Income Tax,"Thornton, Madilynn",Reviewer,3/20/2024,Prep Complete,Garren,4,53666,"Gardner, Asa","Gardner, Asa",,No Selection,,Manager
4/15/2024,Spinka - Veum,Individual Income Tax,"Moran, London",Preparer,3/19/2024,"In, Assigned",Barry,1,246,"Morrow, Esperanza","Morrow, Esperanza",Children's Returns (2),Intern Pool,Tax,Intern
4/15/2024,Spinka - Veum,Individual Income Tax,"Moran, London",Preparer,3/19/2024,Prep Complete,Barry,8,246,"Morrow, Esperanza","Morrow, Esperanza",,Staff Pool,Tax,Intern
4/15/2024,Spinka - Veum,Individual Income Tax,"Morrow, Esperanza",Reviewer,3/19/2024,"In, Assigned",Barry,1,246,"Morrow, Esperanza","Morrow, Esperanza",Children's Returns (2),Intern Pool,Tax,Manager
4/15/2024,Spinka - Veum,Individual Income Tax,"Morrow, Esperanza",Reviewer,3/19/2024,Prep Complete,Barry,2,246,"Morrow, Esperanza","Morrow, Esperanza",,Staff Pool,Tax,Manager
4/15/2024,Spinka - Veum,Individual Income Tax,"Dennis, Nicholas",Reviewer,3/19/2024,Prep Complete,Barry,6,246,"Morrow, Esperanza","Morrow, Esperanza",,Staff Pool,Tax,No Selection
4/15/2024,Spinka - Veum,Individual Income Tax,"Love, Harrison",Reviewer,3/19/2024,"In, Assigned",Barry,1,246,"Morrow, Esperanza","Morrow, Esperanza",Children's Returns (2),Intern Pool,Tax,Partner
4/15/2024,Spinka - Veum,Individual Income Tax,"Love, Harrison",Reviewer,3/19/2024,Prep Complete,Barry,1,246,"Morrow, Esperanza","Morrow, Esperanza",,Staff Pool,Tax,Partner
4/15/2024,Koss LLC,Trust Income Tax,"Gardner, Asa",Reviewer,3/19/2024,"In, Assigned",Rodgers,1,647,"Gardner, Asa","Gardner, Asa",,Staff Pool,Tax,Manager
4/15/2024,Koss LLC,Trust Income Tax,"McIntosh, Cecelia",Preparer,3/19/2024,"In, Assigned",Rodgers,2,647,"Gardner, Asa","Gardner, Asa",,Staff Pool,Tax,Intern
4/15/2024,Hahn - Feest,Individual Income Tax,"Gardner, Asa",Reviewer,3/19/2024,"In, Assigned",Rodgers,4,874,"Gardner, Asa","Gardner, Asa",,Intern Pool,Tax,Manager
4/15/2024,Hahn - Feest,Individual Income Tax,"McIntosh, Cecelia",Preparer,3/19/2024,"In, Assigned",Rodgers,5,874,"Gardner, Asa","Gardner, Asa",,Intern Pool,Tax,Intern
4/15/2024,"Roberts, Little and Harvey",Individual Income Tax,"Cummings, Sara",Reviewer,3/19/2024,Waiting For Final Info,ZZINDIV,2,1508,"Cummings, Sara","Cummings, Sara",,Intern Pool,Tax,Partner
4/15/2024,"Roberts, Little and Harvey",Individual Income Tax,"Montoya, Eloise",Preparer,3/19/2024,Waiting For Final Info,ZZINDIV,4,1508,"Cummings, Sara","Cummings, Sara",,Intern Pool,Tax,Associate
9/15/2024,Torphy LLC,S Corporation Income Tax,"Cummings, Sara",Reviewer,3/19/2024,On Hold,Rollins,2,2084,"Cummings, Sara","Cummings, Sara",,Staff Pool,Tax,Partner
9/15/2024,Torphy LLC,S Corporation Income Tax,"Brady, Ares",Reviewer,3/19/2024,On Hold,Rollins,6,2084,"Cummings, Sara","Cummings, Sara",,Staff Pool,Tax,Senior
9/15/2024,Torphy LLC,S Corporation Income Tax,"Novak, Shelby",Preparer,3/19/2024,On Hold,Rollins,10,2084,"Cummings, Sara","Cummings, Sara",,Staff Pool,Tax,Associate
9/15/2024,Crona LLC,Partnership Income Tax,"Cummings, Sara",Reviewer,3/19/2024,Prep Complete,Rollins,2,2095,"Cummings, Sara","Cummings, Sara",,Staff Pool,Tax,Partner
9/15/2024,Crona LLC,Partnership Income Tax,"Brady, Ares",Reviewer,3/19/2024,Prep Complete,Rollins,6,2095,"Cummings, Sara","Cummings, Sara",,Staff Pool,Tax,Manager
9/15/2024,Crona LLC,Partnership Income Tax,"Novak, Shelby",Preparer,3/19/2024,Prep Complete,Rollins,6,2095,"Cummings, Sara","Cummings, Sara",,Staff Pool,Tax,Associate
4/15/2024,Fisher Inc,Individual Income Tax,"Newman, Owen",Preparer,3/19/2024,"In, Assigned",Antonio,3,50179,"Gray, Kori","Gray, Kori",,Intern Pool,Tax,Intern
4/15/2024,Fisher Inc,Individual Income Tax,"Gray, Kori",Reviewer,3/19/2024,"In, Assigned",Antonio,2,50179,"Gray, Kori","Gray, Kori",,Intern Pool,Tax,Partner
4/15/2024,Mills Inc,Individual Income Tax,"Rush, Luca",Preparer,3/19/2024,"In, Assigned",ZZINDIV,5,50530,"Gardner, Asa","Gardner, Asa",,Intern Pool,Tax,Intern
4/15/2024,Mills Inc,Individual Income Tax,"Gardner, Asa",Reviewer,3/19/2024,"In, Assigned",ZZINDIV,4,50530,"Gardner, Asa","Gardner, Asa",,Intern Pool,Tax,Partner
4/15/2024,Cole and Sons,Individual Income Tax,"Newman, Owen",Preparer,3/19/2024,"In, Assigned",Armijo,3,51583,"Gardner, Asa","Love, Harrison",,Intern Pool,Tax,Intern
4/15/2024,Cole and Sons,Individual Income Tax,"Love, Harrison",Reviewer,3/19/2024,"In, Assigned",Armijo,1,51583,"Gardner, Asa","Love, Harrison",,Intern Pool,Tax,Partner
4/15/2024,Cole and Sons,Individual Income Tax,"Middleton, Cecilia",Reviewer,3/19/2024,"In, Assigned",Armijo,2,51583,"Gardner, Asa","Love, Harrison",,Intern Pool,Tax,Associate
4/15/2024,Fritsch - Ledner,Individual Income Tax,"Gutierrez, Joyce",Preparer,3/19/2024,Prep Complete,Kaiser,3,52791,"Hubbard, Braden","Hubbard, Braden",,Intern Pool,Tax,Associate
4/15/2024,Fritsch - Ledner,Individual Income Tax,"Hubbard, Braden",Reviewer,3/19/2024,Prep Complete,Kaiser,2,52791,"Hubbard, Braden","Hubbard, Braden",,Intern Pool,Tax,Partner
4/15/2024,McGlynn - Rodriguez,Individual Income Tax,"Gardner, Asa",Reviewer,3/19/2024,"In, Assigned",Rodgers,2,52905,"Gardner, Asa","Gardner, Asa",,Intern Pool,Tax,Manager
4/15/2024,McGlynn - Rodriguez,Individual Income Tax,"McIntosh, Cecelia",Preparer,3/19/2024,"In, Assigned",Rodgers,4,52905,"Gardner, Asa","Gardner, Asa",,Intern Pool,Tax,Intern
4/15/2024,Heaney Inc,Individual Income Tax,"Rush, Luca",Preparer,3/19/2024,"In, Assigned",Marvel,3,53024,"Cummings, Sara","Cummings, Sara",,Intern Pool,Tax,Intern
4/15/2024,Heaney Inc,Individual Income Tax,"Cummings, Sara",Reviewer,3/19/2024,"In, Assigned",Marvel,1,53024,"Cummings, Sara","Cummings, Sara",,Intern Pool,Tax,Partner
4/15/2024,Rau Inc,Individual Income Tax,"Montoya, Eloise",Preparer,3/19/2024,Prep Complete,ZZINDIV,10,53427,"Gardner, Asa","Gardner, Asa",,Intern Pool,,Associate
4/15/2024,Rau Inc,Individual Income Tax,"Gardner, Asa",Reviewer,3/19/2024,Prep Complete,ZZINDIV,6,53427,"Gardner, Asa","Gardner, Asa",,Intern Pool,,Partner
4/15/2024,Vandervort - Parisian,Individual Income Tax,"Newman, Owen",Preparer,3/18/2024,In Prep,Halterman,6,243,"Hubbard, Braden","Hubbard, Braden",,Intern Pool,Tax,Intern
4/15/2024,Vandervort - Parisian,Individual Income Tax,"Hubbard, Braden",Reviewer,3/18/2024,In Prep,Halterman,3,243,"Hubbard, Braden","Hubbard, Braden",,Intern Pool,Tax,Partner
4/15/2024,Metz and Sons,Trust (CRT) Income Tax,"Paul, Cayson",Preparer,3/18/2024,Prep Complete,Shattuck,4,1482,"Thornton, Madilynn","Thornton, Madilynn",,Staff Pool,Tax,Intern
4/15/2024,Metz and Sons,Trust (CRT) Income Tax,"Hubbard, Braden",Reviewer,3/18/2024,Prep Complete,Shattuck,2,1482,"Thornton, Madilynn","Thornton, Madilynn",,Staff Pool,Tax,Partner
4/15/2024,Metz and Sons,Trust (CRT) Income Tax,"Thornton, Madilynn",Reviewer,3/18/2024,Prep Complete,Shattuck,4,1482,"Thornton, Madilynn","Thornton, Madilynn",,Staff Pool,Tax,Manager
4/15/2024,Mills - Powlowski,Individual Income Tax,"Schwartz, Amari",Preparer,3/18/2024,Completed / NA,Mclendon,4,1741,"Morrow, Gordon","Morrow, Gordon",,Intern Pool,Tax,Associate
4/15/2024,Mills - Powlowski,Individual Income Tax,"Morrow, Gordon",Reviewer,3/18/2024,Completed / NA,Mclendon,5,1741,"Morrow, Gordon","Morrow, Gordon",,Intern Pool,Tax,No Selection
4/15/2024,Vandervort Group,Individual Income Tax,"Cummings, Sara",Reviewer,3/18/2024,Prep Complete,ZZINDIV,4,2070,"Cummings, Sara","Cummings, Sara",,Intern Pool,Tax,Partner
4/15/2024,Vandervort Group,Individual Income Tax,"Montoya, Eloise",Preparer,3/18/2024,Prep Complete,ZZINDIV,8,2070,"Cummings, Sara","Cummings, Sara",,Intern Pool,Tax,Associate
4/15/2024,Vandervort Group,Foreign Accounts Form 114,"Cummings, Sara",Reviewer,3/18/2024,Prep Complete,ZZINDIV,1,2070,"Cummings, Sara","Cummings, Sara",,Intern Pool,Tax,Partner
4/15/2024,Vandervort Group,Foreign Accounts Form 114,"Montoya, Eloise",Preparer,3/18/2024,Prep Complete,ZZINDIV,1,2070,"Cummings, Sara","Cummings, Sara",,Intern Pool,Tax,Associate
4/15/2024,Murray Group,Individual Income Tax,"Brady, Ares",Reviewer,3/18/2024,Prep Complete,Zuber,4,2701,"Hubbard, Braden","Hubbard, Braden",,Staff Pool,Tax,Manager
4/15/2024,Murray Group,Individual Income Tax,"Paul, Cayson",Preparer,3/18/2024,Prep Complete,Zuber,8,2701,"Hubbard, Braden","Hubbard, Braden",,Staff Pool,Tax,Intern
4/15/2024,Murray Group,Individual Income Tax,"Hubbard, Braden",Reviewer,3/18/2024,Prep Complete,Zuber,2,2701,"Hubbard, Braden","Hubbard, Braden",,Staff Pool,Tax,Partner
4/15/2024,Jast Inc,Individual Income Tax,"Dennis, Nicholas",Reviewer,3/18/2024,"In, Assigned",Thibeault,5,50723,"Gardner, Asa","Gardner, Asa",,Staff Pool,Tax,Manager
4/15/2024,Jast Inc,Individual Income Tax,"Gardner, Asa",Reviewer,3/18/2024,"In, Assigned",Thibeault,3,50723,"Gardner, Asa","Gardner, Asa",,Staff Pool,Tax,Supervisor
4/15/2024,Jast Inc,Individual Income Tax,"McCall, Nelson",Preparer,3/18/2024,"In, Assigned",Thibeault,10,50723,"Gardner, Asa","Gardner, Asa",,Staff Pool,Tax,Associate
4/15/2024,Jast Inc,Partnership Income Tax,"Dennis, Nicholas",Reviewer,3/18/2024,"In, Assigned",Thibeault,1,50723,"Gardner, Asa","Gardner, Asa",SMLLC Preservation Group,Staff Pool,Tax,Manager
4/15/2024,Jast Inc,Partnership Income Tax,"Gardner, Asa",Reviewer,3/18/2024,"In, Assigned",Thibeault,1,50723,"Gardner, Asa","Gardner, Asa",SMLLC Preservation Group,Staff Pool,Tax,Manager
4/15/2024,Jast Inc,Partnership Income Tax,"McCall, Nelson",Preparer,3/18/2024,"In, Assigned",Thibeault,1,50723,"Gardner, Asa","Gardner, Asa",SMLLC Preservation Group,Staff Pool,Tax,Associate
9/15/2024,Senger - Robel,Partnership Income Tax,"Dennis, Nicholas",Reviewer,3/18/2024,"In, Assigned",Thibeault,4,50724,"Gardner, Asa","Gardner, Asa",,Staff Pool,Tax,Manager
9/15/2024,Senger - Robel,Partnership Income Tax,"Gardner, Asa",Reviewer,3/18/2024,"In, Assigned",Thibeault,2,50724,"Gardner, Asa","Gardner, Asa",,Staff Pool,Tax,Supervisor
9/15/2024,Senger - Robel,Partnership Income Tax,"McCall, Nelson",Preparer,3/18/2024,"In, Assigned",Thibeault,8,50724,"Gardner, Asa","Gardner, Asa",,Staff Pool,Tax,Associate
4/15/2024,Doyle - Kunde,Trust (CRT) Income Tax,"Dennis, Nicholas",Reviewer,3/18/2024,"In, Assigned",Thibeault,5,50725,"Gardner, Asa","Gardner, Asa",,Staff Pool,Tax,Manager
4/15/2024,Doyle - Kunde,Trust (CRT) Income Tax,"Gardner, Asa",Reviewer,3/18/2024,"In, Assigned",Thibeault,3,50725,"Gardner, Asa","Gardner, Asa",,Staff Pool,Tax,Supervisor
4/15/2024,Doyle - Kunde,Trust (CRT) Income Tax,"McCall, Nelson",Preparer,3/18/2024,"In, Assigned",Thibeault,10,50725,"Gardner, Asa","Gardner, Asa",,Staff Pool,Tax,Associate
4/15/2024,Cole LLC,Individual Income Tax,"Howe, Jerry",Reviewer,3/18/2024,"In, Assigned",Loughlin,1,52099,"Howe, Jerry","Howe, Jerry",,Intern Pool,Tax,Manager
4/15/2024,Cole LLC,Individual Income Tax,"Love, Harrison",Reviewer,3/18/2024,"In, Assigned",Loughlin,1,52099,"Howe, Jerry","Howe, Jerry",,Intern Pool,Tax,Partner
4/15/2024,Cole LLC,Individual Income Tax,"Brady, Ares",Reviewer,3/18/2024,"In, Assigned",Loughlin,2,52099,"Howe, Jerry","Howe, Jerry",,Intern Pool,Tax,Manager
4/15/2024,Cole LLC,Individual Income Tax,"Paul, Cayson",Preparer,3/18/2024,"In, Assigned",Loughlin,5,52099,"Howe, Jerry","Howe, Jerry",,Intern Pool,Tax,Associate
4/15/2024,Schumm LLC,Individual Income Tax,"Pacheco, Louisa",Preparer,3/18/2024,Prep Complete,Gatewood,8,52447,"Gardner, Asa","Gardner, Asa",,Intern Pool,Tax,Associate
4/15/2024,Schumm LLC,Individual Income Tax,"Gardner, Asa",Reviewer,3/18/2024,Prep Complete,Gatewood,4,52447,"Gardner, Asa","Gardner, Asa",,Intern Pool,Tax,Supervisor
4/15/2024,Sauer Group,Individual Income Tax,"Moran, London",Preparer,3/18/2024,"In, Assigned",Calhoun,5,52471,"Gray, Kori","Gray, Kori",,Intern Pool,Tax,Intern
4/15/2024,Sauer Group,Individual Income Tax,"Gray, Kori",Reviewer,3/18/2024,"In, Assigned",Calhoun,2,52471,"Gray, Kori","Gray, Kori",,Intern Pool,Tax,Partner
4/15/2024,Stoltenberg LLC,Individual Income Tax,"Olsen, Murphy",Reviewer,3/18/2024,Prep Complete,Beers,3,52624,"Villanueva, Loretta","Villanueva, Loretta",,Staff Pool,Tax,Supervisor
4/15/2024,Stoltenberg LLC,Individual Income Tax,"Paul, Cayson",Preparer,3/18/2024,Prep Complete,Beers,8,52624,"Villanueva, Loretta","Villanueva, Loretta",,Staff Pool,Tax,Associate
4/15/2024,Stoltenberg LLC,Individual Income Tax,"Duran, Angel",Reviewer,3/18/2024,Prep Complete,Beers,1,52624,"Villanueva, Loretta","Villanueva, Loretta",,Staff Pool,Tax,Partner
4/15/2024,Stoltenberg LLC,Individual Income Tax,"Villanueva, Loretta",Reviewer,3/18/2024,Prep Complete,Beers,2,52624,"Villanueva, Loretta","Villanueva, Loretta",,Staff Pool,Tax,Manager
4/15/2024,"Stiedemann, Gleason and Collier",Individual Income Tax,"Olsen, Murphy",Reviewer,3/18/2024,In Prep,Beers,2,52625,"Villanueva, Loretta","Villanueva, Loretta",,Staff Pool,Tax,Supervisor
4/15/2024,"Stiedemann, Gleason and Collier",Individual Income Tax,"Paul, Cayson",Preparer,3/18/2024,In Prep,Beers,6,52625,"Villanueva, Loretta","Villanueva, Loretta",,Staff Pool,Tax,Associate
4/15/2024,"Stiedemann, Gleason and Collier",Individual Income Tax,"Duran, Angel",Reviewer,3/18/2024,In Prep,Beers,1,52625,"Villanueva, Loretta","Villanueva, Loretta",,Staff Pool,Tax,Partner
4/15/2024,"Stiedemann, Gleason and Collier",Individual Income Tax,"Villanueva, Loretta",Reviewer,3/18/2024,In Prep,Beers,1,52625,"Villanueva, Loretta","Villanueva, Loretta",,Staff Pool,Tax,Manager
4/15/2024,"Adams, Mann and Littel",Individual Income Tax,"Pacheco, Louisa",Preparer,3/18/2024,Prep Complete,Fugate,4,53328,"Duran, Angel","Duran, Angel",,Intern Pool,,Associate
4/15/2024,"Adams, Mann and Littel",Individual Income Tax,"Love, Harrison",Reviewer,3/18/2024,Prep Complete,Fugate,1,53328,"Duran, Angel","Duran, Angel",,Intern Pool,,Partner
4/15/2024,"Adams, Mann and Littel",Individual Income Tax,"Duran, Angel",Reviewer,3/18/2024,Prep Complete,Fugate,1,53328,"Duran, Angel","Duran, Angel",,Intern Pool,,Partner
4/15/2024,"Adams, Mann and Littel",Individual Income Tax,"Morrow, Gordon",Reviewer,3/18/2024,Prep Complete,Fugate,2,53328,"Duran, Angel","Duran, Angel",,Intern Pool,,No Selection
4/15/2024,Wiza Inc,Individual Income Tax,"Pacheco, Louisa",Preparer,3/18/2024,Waiting For Final Info,Winkelman,12,53660,"Gardner, Asa","Gardner, Asa",,No Selection,,Associate
4/15/2024,Wiza Inc,Individual Income Tax,"Gardner, Asa",Reviewer,3/18/2024,Waiting For Final Info,Winkelman,4,53660,"Gardner, Asa","Gardner, Asa",,No Selection,,Partner
4/15/2024,Wiza Inc,Individual Income Tax,"Morrow, Gordon",Reviewer,3/18/2024,Waiting For Final Info,Winkelman,8,53660,"Gardner, Asa","Gardner, Asa",,No Selection,,No Selection
4/15/2024,Wiza Inc,Individual Gift Tax,"Pacheco, Louisa",Preparer,3/18/2024,"In, Assigned",Winkelman,10,53660,"Gardner, Asa","Gardner, Asa",,No Selection,,Associate
4/15/2024,Wiza Inc,Individual Gift Tax,"Gardner, Asa",Reviewer,3/18/2024,"In, Assigned",Winkelman,3,53660,"Gardner, Asa","Gardner, Asa",,No Selection,,Partner
4/15/2024,Wiza Inc,Individual Gift Tax,"Morrow, Gordon",Reviewer,3/18/2024,"In, Assigned",Winkelman,5,53660,"Gardner, Asa","Gardner, Asa",,No Selection,,No Selection
4/15/2024,Hayes Group,Trust Income Tax,"Leon, Lucca",Preparer,3/18/2024,Prep Complete,Gass,2,53689,"Middleton, Cecilia","Middleton, Cecilia",,No Selection,,Intern
4/15/2024,Hayes Group,Trust Income Tax,"Dennis, Nicholas",Reviewer,3/18/2024,Prep Complete,Gass,2,53689,"Middleton, Cecilia","Middleton, Cecilia",,No Selection,,Manager
4/15/2024,Hayes Group,Trust Income Tax,"Middleton, Cecilia",Reviewer,3/18/2024,Prep Complete,Gass,1,53689,"Middleton, Cecilia","Middleton, Cecilia",,No Selection,,Manager
4/15/2024,Jacobson - Hegmann,Individual Income Tax,"Pacheco, Louisa",Preparer,3/18/2024,In Prep,Bergmann,6,54028,"Gardner, Asa","Gardner, Asa",,No Selection,,Associate
4/15/2024,Jacobson - Hegmann,Individual Income Tax,"Gardner, Asa",Reviewer,3/18/2024,In Prep,Bergmann,3,54028,"Gardner, Asa","Gardner, Asa",,No Selection,,Partner
9/15/2024,Wolff Inc,Partnership Income Tax,"Small, Diego",Preparer,3/17/2024,On Hold,Mcdaniels,18,767,"Villanueva, Loretta","Brady, Ares",,,Tax,Associate
9/15/2024,Wolff Inc,Partnership Income Tax,"Brady, Ares",Reviewer,3/17/2024,On Hold,Mcdaniels,10,767,"Villanueva, Loretta","Brady, Ares",,,Tax,Senior
4/15/2024,"Deckow, Lebsack and Schroeder",Trust Income Tax,"Montoya, Eloise",Preparer,3/17/2024,Prep Complete,Hartshorn,2,53992,"Gray, Kori","Gray, Kori",,No Selection,,Associate
4/15/2024,"Deckow, Lebsack and Schroeder",Trust Income Tax,"Gray, Kori",Reviewer,3/17/2024,Prep Complete,Hartshorn,1,53992,"Gray, Kori","Gray, Kori",,No Selection,,Partner
4/15/2024,Dickens - Feil,Individual Income Tax,"Cummings, Sara",Reviewer,3/16/2024,"In, Assigned",Scruggs,2,52168,"Cummings, Sara","Cummings, Sara",,Intern Pool,Tax,Partner
4/15/2024,Dickens - Feil,Individual Income Tax,"Love, Harrison",Reviewer,3/16/2024,"In, Assigned",Scruggs,1,52168,"Cummings, Sara","Cummings, Sara",,Intern Pool,Tax,Partner
4/15/2024,Dickens - Feil,Individual Income Tax,"McIntosh, Cecelia",Preparer,3/16/2024,"In, Assigned",Scruggs,6,52168,"Cummings, Sara","Cummings, Sara",,Intern Pool,Tax,Intern
4/15/2024,Dickens - Feil,Individual Income Tax,"Morrow, Gordon",Reviewer,3/16/2024,"In, Assigned",Scruggs,4,52168,"Cummings, Sara","Cummings, Sara",,Intern Pool,Tax,No Selection
4/15/2024,Gleichner - Stoltenberg,Individual Income Tax,"Paul, Cayson",Preparer,3/16/2024,Prep Complete,Borkowski,4,52990,"Middleton, Cecilia","Middleton, Cecilia",,Intern Pool,Tax,Associate
4/15/2024,Gleichner - Stoltenberg,Individual Income Tax,"Middleton, Cecilia",Reviewer,3/16/2024,Prep Complete,Borkowski,3,52990,"Middleton, Cecilia","Middleton, Cecilia",,Intern Pool,Tax,Manager
4/15/2024,"Marvin, Dibbert and Jakubowski",Individual Income Tax,"Rush, Luca",Preparer,3/16/2024,"In, Assigned",Sato,3,53327,"Cummings, Sara","Cummings, Sara",,Intern Pool,,Intern
4/15/2024,"Marvin, Dibbert and Jakubowski",Individual Income Tax,"Cummings, Sara",Reviewer,3/16/2024,"In, Assigned",Sato,1,53327,"Cummings, Sara","Cummings, Sara",,Intern Pool,,Partner
4/15/2024,"Walker, Koch and Bailey",Individual Income Tax,"Cummings, Sara",Reviewer,3/16/2024,Prep Complete,Homan,1,53378,"Cummings, Sara","Cummings, Sara",,Intern Pool,,Partner
4/15/2024,"Walker, Koch and Bailey",Individual Income Tax,"Pacheco, Louisa",Preparer,3/16/2024,Prep Complete,Homan,3,53378,"Cummings, Sara","Cummings, Sara",,Intern Pool,,Associate
9/15/2024,Jakubowski - Hegmann,Partnership Income Tax,"Gray, Kori",Reviewer,3/16/2024,For Partner Review,Lussier,2,54063,"Berg, Ryan","Gray, Kori",,No Selection,Tax,Partner
9/15/2024,Jakubowski - Hegmann,Partnership Income Tax,"Schwartz, Amari",Preparer,3/16/2024,For Partner Review,Lussier,5,54063,"Berg, Ryan","Gray, Kori",,No Selection,Tax,Associate
9/15/2024,Jakubowski - Hegmann,Partnership Income Tax,"Morrow, Gordon",Reviewer,3/16/2024,For Partner Review,Lussier,4,54063,"Berg, Ryan","Gray, Kori",,No Selection,Tax,Manager
4/15/2024,"Sawayn, Bosco and Fahey",Individual Income Tax,"Newman, Owen",Preparer,3/15/2024,Prep Complete,Molinar,3,1821,"Gray, Kori","Gray, Kori",,Intern Pool,Tax,Intern
4/15/2024,"Sawayn, Bosco and Fahey",Individual Income Tax,"Gray, Kori",Reviewer,3/15/2024,Prep Complete,Molinar,1,1821,"Gray, Kori","Gray, Kori",,Intern Pool,Tax,Manager
4/15/2024,Stiedemann - Dickens,Individual Income Tax,"Gutierrez, Joyce",Preparer,3/15/2024,In Prep,Scheer,7,50134,"Brady, Ares","Brady, Ares",,Intern Pool,Tax,Associate
4/15/2024,Stiedemann - Dickens,Individual Income Tax,"Brady, Ares",Reviewer,3/15/2024,In Prep,Scheer,4,50134,"Brady, Ares","Brady, Ares",,Intern Pool,Tax,Senior
